"pathway","pval","padj","log2err","ES","NES","size"
"HALLMARK_ALLOGRAFT_REJECTION",4.40350214590265e-06,0.000220175107295133,0.610526878385931,0.542065739777208,1.76022026582863,191
"HALLMARK_FATTY_ACID_METABOLISM",4.90151726954641e-05,0.000776628392410009,0.557332238758646,-0.407427137151667,-1.673684946502,147
"HALLMARK_INFLAMMATORY_RESPONSE",6.21302713928008e-05,0.000776628392410009,0.538434096309916,0.508071543005363,1.64903505583647,188
"HALLMARK_MYC_TARGETS_V1",4.5287010649723e-05,0.000776628392410009,0.557332238758646,-0.375430272037842,-1.6262513276617,201
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.000374824562458271,0.00374824562458271,0.49849310876659,-0.348556965114704,-1.5063105921586,198
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.000504981496306487,0.00420817913588739,0.477270815362862,0.488750386958241,1.58709225270181,191
"HALLMARK_COAGULATION",0.00501015096983179,0.0357867926416556,0.407017918923954,0.491917534366131,1.53109829543532,113
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0080632329796518,0.0503952061228238,0.380730400722792,0.424437192354277,1.38251026478651,201
"HALLMARK_MYOGENESIS",0.010331142401021,0.0573952355612277,0.380730400722792,-0.313461128508082,-1.33750259410355,191
"HALLMARK_IL2_STAT5_SIGNALING",0.0149447329220395,0.0747236646101977,0.380730400722792,0.421361715572244,1.36858919021083,193
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.0221401016007283,0.100636825457856,0.352487857583619,0.489064940971382,1.47626059035878,83
"HALLMARK_COMPLEMENT",0.0373532550693703,0.155638562789043,0.241339976815091,0.411115895889374,1.33154659874709,182
"HALLMARK_APICAL_SURFACE",0.047861736255926,0.184083600984331,0.321775918075361,-0.436889185124387,-1.46788932414771,40
"HALLMARK_KRAS_SIGNALING_DN",0.0634573304157549,0.22663332291341,0.184706471207739,0.407172151913018,1.2978782584112,149
