"pathway","pval","padj","log2err","ES","NES","size"
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_3",4.3143962102261e-34,1.95916731906367e-30,1.51610760180865,-0.944000978228132,-2.78945455536485,62
"RASHI_RESPONSE_TO_IONIZING_RADIATION_6",9.86618340403446e-32,2.24011694188602e-28,1.46045153084133,-0.834047842234255,-2.78882957693837,140
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS",1.5282025998804e-25,2.3131893353523e-22,1.31101476274061,-0.935925478959198,-2.64837359492469,50
"REACTOME_FCGR_ACTIVATION",2.43935386013447e-23,2.76927646971765e-20,1.25451347943706,-0.923414886181491,-2.64502872583818,54
"REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS",7.59731881016155e-23,6.89988494338872e-20,1.23789667319529,-0.897588431343422,-2.68080615591235,66
"REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION",1.28651132109064e-22,9.73674651512098e-20,1.22950405660873,-0.806511977366781,-2.64253331778636,118
"REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION",3.12574631033207e-22,2.02771628503113e-19,1.22105375677186,-0.918695303504793,-2.63150995768679,54
"REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION",4.04251555066185e-22,2.29463288944443e-19,1.22105375677186,-0.880860655632199,-2.63753835468376,70
"XU_CREBBP_TARGETS_DN",6.66809306253487e-22,3.36442339966343e-19,1.21254456769062,-0.879334412160739,-2.63296836320006,70
"REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS",8.97743362337212e-22,4.07665260837328e-19,1.20397524075264,-0.861456839476165,-2.63089301284344,78
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT",1.08029385142824e-21,4.45964943575967e-19,1.20397524075264,-0.911118217053653,-2.6330881945686,57
"MCLACHLAN_DENTAL_CARIES_UP",3.41776680033824e-21,1.293339920028e-18,1.18665095279281,-0.677884844825585,-2.45410259442516,260
"REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION",6.43264817165005e-21,2.24697348826637e-18,1.18665095279281,-0.876999002201397,-2.63114565898386,69
"MATTIOLI_MGUS_VS_PCL",2.45203980037732e-19,7.42314182234226e-17,1.13308993200902,-0.75025909214362,-2.51305468915222,143
"REACTOME_PARASITE_INFECTION",2.39778976594423e-19,7.42314182234226e-17,1.13308993200902,-0.805497661736511,-2.57450438747873,101
"GOLDRATH_ANTIGEN_RESPONSE",3.73384015931893e-19,1.0597105102167e-16,1.13308993200902,-0.60041273394659,-2.26070630791348,395
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",6.00829770907946e-19,1.60492234687822e-16,1.12391496374483,-0.770319119741351,-2.5431135099361,127
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING",1.46514865951441e-18,3.69624447936384e-16,1.11466447751729,-0.726109379631891,-2.47199074340709,168
"REACTOME_CD22_MEDIATED_BCR_REGULATION",3.58516874505168e-18,8.56855330067352e-16,1.0959292864312,-0.910449048566662,-2.5261364993375,44
"REACTOME_COMPLEMENT_CASCADE",9.30420339150582e-18,2.1125193800414e-15,1.0864405425825,-0.830991585452376,-2.57325737428754,82
"REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION",1.42509480715689e-17,3.08159786633307e-15,1.07686819261983,-0.734243413299778,-2.45940885234739,143
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP",7.4882112584679e-17,1.54563487839558e-14,1.05746357275086,-0.604886451481875,-2.24774893210578,335
"SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_DN",5.99270179194218e-16,1.18316777553085e-13,1.02766987054358,-0.959473173972874,-2.43929628654391,25
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",6.98553969160373e-16,1.2688534295829e-13,1.02766987054358,-0.721394836763926,-2.42890184892777,148
"RODWELL_AGING_KIDNEY_UP",6.90413181916159e-16,1.2688534295829e-13,1.02766987054358,-0.549909823837905,-2.10591406921212,468
"REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",7.50101274283024e-16,1.31008072558431e-13,1.02766987054358,-0.837275413382175,-2.51196815933039,69
"REACTOME_LEISHMANIA_INFECTION",5.73886628075449e-15,9.65192288181708e-13,0.996986217533181,-0.647310592957006,-2.31105038825817,228
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",9.13363044955415e-15,1.48127913826519e-12,0.986546283587582,-0.630960036141873,-2.28272694762518,251
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",2.77627022639817e-14,4.34725624071521e-12,0.97599468306432,-0.698997782584248,-2.3639805408561,152
"LIAN_LIPA_TARGETS_3M",3.66009523229061e-14,5.54016414994389e-12,0.965327754226083,-0.840374681991995,-2.441145268054,59
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA",5.48724523724031e-14,8.03792923300266e-12,0.965327754226083,-0.86643361913436,-2.43531944036361,49
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",2.02397502214964e-13,2.87214705486923e-11,0.943632225232838,-0.795417488828799,-2.42584504668787,77
"LIAN_LIPA_TARGETS_6M",3.84474128569822e-13,5.29059702374412e-11,0.932595211336209,-0.796051817183713,-2.42483369481792,75
"BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_DN",6.12136970764406e-13,8.1756293654152e-11,0.921426003494898,0.716421634795609,2.44829875860802,162
"HUMMERICH_BENIGN_SKIN_TUMOR_DN",8.71221521204596e-12,1.13034769365431e-09,0.875325132024659,0.972795801676236,2.33132628262438,18
"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP",1.05817173758628e-11,1.29869131361603e-09,0.875325132024659,-0.624614904085034,-2.1819576405676,198
"RODWELL_AGING_KIDNEY_NO_BLOOD_UP",1.0562547598008e-11,1.29869131361603e-09,0.875325132024659,-0.622649852957349,-2.1870498580161,203
"SANSOM_APC_TARGETS_DN",1.40978259235247e-11,1.6846901978612e-09,0.875325132024659,-0.541491896366045,-2.02030240480459,354
"REN_ALVEOLAR_RHABDOMYOSARCOMA_DN",1.512545295807e-11,1.76114568929733e-09,0.863415391606693,-0.524202615213215,-1.98162696828989,404
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",2.51358846642062e-11,2.85355130650401e-09,0.863415391606693,-0.674036840978671,-2.25201709061989,137
"HOLLERN_SQUAMOUS_BREAST_TUMOR",3.79969534762214e-11,4.20839428623223e-09,0.851339057116899,0.745394119649832,2.42895535888932,109
"REACTOME_KERATINIZATION",5.60226548230707e-11,6.05711608456105e-09,0.851339057116899,0.867323400596225,2.50844879377576,49
