"pathway","pval","padj","log2err","ES","NES","size"
"REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION",2.67902937060543e-36,1.20502741089832e-32,1.56979165706381,0.884275108252379,2.5879467840303,118
"RASHI_RESPONSE_TO_IONIZING_RADIATION_6",1.28628233253435e-35,2.89284896586975e-32,1.54987806027287,0.860375169309836,2.5472619949744,140
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_3",1.55099172587017e-33,2.32545359432135e-30,1.50238688881415,0.945669724627297,2.62528392550478,62
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING",1.13315556199651e-31,1.27423342946508e-28,1.46045153084133,0.814986999039774,2.4473865236082,168
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",6.94506404635288e-30,6.24777961609905e-27,1.41727590263607,0.827317727039639,2.45837757438983,148
"REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS",6.20501767496896e-29,4.65169491700173e-26,1.39518713415833,0.922661604556309,2.58184832512919,66
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",1.83284532965035e-28,1.1777340418239e-25,1.38774608305349,0.839956644574759,2.46409629016556,127
"REACTOME_PARASITE_INFECTION",4.60613143084828e-28,2.58979739699445e-25,1.37274298193398,0.870404512382061,2.51786398252008,101
"MATTIOLI_MGUS_VS_PCL",5.19984063252789e-28,2.59876479612338e-25,1.37274298193398,0.824796592376968,2.44289801769387,143
"REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION",3.21790645409566e-27,1.44741432305223e-24,1.3575740855908,0.938939786833358,2.56925381062037,54
"REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION",2.6929574283815e-26,9.33850086054758e-24,1.32671609800481,0.907759325442527,2.56569361574243,70
"REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS",2.69898868801953e-26,9.33850086054758e-24,1.32671609800481,0.896440723726357,2.54119737483572,78
