"pathway","pval","padj","log2err","ES","NES","size"
"STEARMAN_TUMOR_FIELD_EFFECT_UP",6.13496014608885e-10,2.78588540233895e-06,0.801215574617779,-0.838775923906397,-2.4711555150911,37
"DELYS_THYROID_CANCER_UP",2.54200821260039e-09,5.77162964670918e-06,0.774939030136436,-0.456401633885137,-1.8771791402008,401
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",5.87156183152645e-09,8.88758742565387e-06,0.761460801445585,-0.510070898943335,-2.00808390746315,251
"REN_ALVEOLAR_RHABDOMYOSARCOMA_DN",9.00594089671705e-09,1.0223994402998e-05,0.747739663149885,-0.444714449923444,-1.83027094136923,404
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP",1.68443041925973e-08,1.52979970677168e-05,0.73376198835648,-0.466799294280402,-1.90903144390898,335
"NADLER_OBESITY_UP",6.78073652822732e-08,4.94762540352127e-05,0.704975715167238,-0.712381881280078,-2.28415943012348,61
"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP",7.62681740247718e-08,4.94762540352127e-05,0.704975715167238,-0.51919150835636,-1.99189697765257,198
"STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN",1.28151650546382e-07,7.274208064139e-05,0.690132458796796,-0.697082622148595,-2.24114540373453,60
"NABA_MATRISOME_ASSOCIATED",2.97758417424949e-07,0.000150235663725188,0.674962860011025,-0.40042866069838,-1.68451273413654,489
"LEI_MYB_TARGETS",4.46206956724202e-07,0.000170285370340905,0.674962860011025,-0.454312288545429,-1.82646929736917,294
"REACTOME_NEUTROPHIL_DEGRANULATION",3.84899316021281e-07,0.000170285370340905,0.674962860011025,-0.409826957213126,-1.70346938150568,447
"RODWELL_AGING_KIDNEY_NO_BLOOD_UP",4.49994372184731e-07,0.000170285370340905,0.674962860011025,-0.501861343985507,-1.92713300070392,203
"VERHAAK_GLIOBLASTOMA_MESENCHYMAL",7.77748655012866e-07,0.000271673587877956,0.659444398037935,-0.483032592473037,-1.85836727067354,207
"LIAN_LIPA_TARGETS_3M",1.64109113939308e-06,0.000496812990932266,0.643551836150722,-0.683561618093472,-2.18376244469457,59
"NABA_ECM_REGULATORS",1.61709576122808e-06,0.000496812990932266,0.643551836150722,-0.516693445801447,-1.94180648741586,169
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16",2.65418051408197e-06,0.000753289607152888,0.627256739718528,-0.639007161558616,-2.13900645490744,76
"LIAN_LIPA_TARGETS_6M",3.06830149572303e-06,0.000800869163732213,0.627256739718528,-0.634951992418971,-2.11886858191852,75
"SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN",3.17455295027083e-06,0.000800869163732213,0.627256739718528,-0.409879430145394,-1.67729225372518,355
"COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP",3.4893946482022e-06,0.000833965320920325,0.627256739718528,-0.572229221228823,-2.03677418839507,109
"WONG_EMBRYONIC_STEM_CELL_CORE",4.5172789621936e-06,0.00102564818836606,0.610526878385931,-0.414643245648378,-1.69203290019836,329
"RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_UP",4.8087355983275e-06,0.00103983182628596,0.610526878385931,-0.512297588543132,-1.92539179810656,164
"GRUETZMANN_PANCREATIC_CANCER_UP",7.31192320240436e-06,0.00150924742100537,0.610526878385931,-0.412626302264446,-1.69020764820171,345
"RUTELLA_RESPONSE_TO_HGF_UP",7.72613042580577e-06,0.00152540688102539,0.593325476396405,-0.388173873468107,-1.59839966250035,400
"HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN",8.36206999768854e-06,0.00158217332747932,0.593325476396405,-0.593263598055882,-2.0082880377689,83
"MARKEY_RB1_CHRONIC_LOF_DN",1.24104212123992e-05,0.0022542289090202,0.593325476396405,-0.540296889298545,-1.94901992106354,119
"IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP",1.56065733604115e-05,0.00272574806267803,0.575610261071129,-0.486972483046562,-1.83011093803617,169
