"pathway","pval","padj","log2err","ES","NES","size"
"GOBP_ADAPTIVE_IMMUNE_RESPONSE",1e-50,2.60966666666667e-47,NA,0.756584436046921,2.33854616752924,468
"GOCC_IMMUNOGLOBULIN_COMPLEX",1e-50,2.60966666666667e-47,NA,0.952586221686171,2.75603546267018,106
"GOMF_ANTIGEN_BINDING",1e-50,2.60966666666667e-47,NA,0.916784868340006,2.68997807038195,137
"GOMF_IMMUNOGLOBULIN_RECEPTOR_BINDING",6.36542894109846e-46,1.2458735794965e-42,1.76830432671752,0.960598183702386,2.67464735808269,71
"GOCC_IMMUNOGLOBULIN_COMPLEX_CIRCULATING",3.58220898972334e-44,5.6090228361088e-41,1.73281634980283,0.960450800457381,2.66421833390314,68
"GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN",6.42306161786156e-37,7.62284134474097e-34,1.5829282179456,0.900518082310664,2.59654934740845,104
"GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION",6.81567114742455e-37,7.62284134474097e-34,1.5829282179456,0.867872965292682,2.54690435862963,135
"GOBP_B_CELL_ACTIVATION",3.40593704859695e-36,2.9627867948295e-33,1.56318197862453,0.758659316946458,2.31708332907948,289
"GOBP_B_CELL_MEDIATED_IMMUNITY",3.04928350824284e-36,2.9627867948295e-33,1.56318197862453,0.824695388203182,2.47263331388832,185
"GOBP_COMPLEMENT_ACTIVATION",7.3742572049823e-36,5.77330596578065e-33,1.55654423323138,0.893876477753541,2.59378074791109,108
"GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE",1.42461825713912e-35,1.0139396668311e-32,1.54987806027287,0.719956792531943,2.21772698168389,372
"GOBP_MEMBRANE_INVAGINATION",1.69613982067838e-35,1.10658988800759e-32,1.54987806027287,0.868038707101804,2.5440431300391,130
"GOBP_HUMORAL_IMMUNE_RESPONSE",3.35336891816267e-35,2.01950194309966e-32,1.54318309134871,0.798137862764696,2.39663208696271,215
"GOBP_REGULATION_OF_B_CELL_ACTIVATION",3.71239026844989e-35,2.07602167226387e-32,1.54318309134871,0.821610739672915,2.46053904974158,182
"GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS",4.78171383849916e-35,2.33975235260062e-32,1.54318309134871,0.742350637631895,2.27650339579775,317
"GOBP_PHAGOCYTOSIS_RECOGNITION",4.76034701499563e-35,2.33975235260062e-32,1.54318309134871,0.922089129813837,2.61063937025418,86
"GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY",1.08353642639833e-34,4.71278149015139e-32,1.52970525162309,0.874282383633401,2.54565481385421,120
"GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY",1.02490820292587e-34,4.71278149015139e-32,1.52970525162309,0.693785895169325,2.14501838178104,437
"GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY",3.00097128843908e-34,1.23655811669419e-31,1.52292160289117,0.749577229844318,2.28943194588562,288
"GOBP_ACTIVATION_OF_IMMUNE_RESPONSE",4.50801340124058e-34,1.76466184591563e-31,1.51610760180865,0.731376163422259,2.24451043233936,333
"GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY",5.91235121966809e-34,2.20418084279912e-31,1.51610760180865,0.7914727614818,2.381355244025,217
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE",1.72787861467887e-33,6.14889167014584e-31,1.50238688881415,0.672534277375679,2.08066389463724,498
"GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY",2.7613826991337e-33,9.3995065876164e-31,1.50238688881415,0.738438597573398,2.25706310150649,301
"GOBP_DEFENSE_RESPONSE_TO_BACTERIUM",6.36588657410709e-32,2.07660524952852e-29,1.46752397671296,0.765340951185641,2.31995014554135,240
"GOBP_PHAGOCYTOSIS",6.12220148894691e-31,1.91722861827862e-28,1.44620288250144,0.742400856531897,2.26574969986146,274
"GOBP_CELL_RECOGNITION",9.72453729038578e-30,2.92820778640116e-27,1.41727590263607,0.800507520207454,2.3897035626811,173
"GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION",2.02122076637363e-29,5.86079162219967e-27,1.40995143033448,0.666166247123853,2.06179792189104,474
"GOBP_LEUKOCYTE_MEDIATED_IMMUNITY",2.71877366836059e-29,7.60188537485537e-27,1.40258870935552,0.68637891281086,2.11616641594329,386
"GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION",4.01548388511872e-29,1.0840421840205e-26,1.40258870935552,0.684757353098146,2.11261448037137,391
"GOBP_IMMUNOGLOBULIN_PRODUCTION",1.43319772629125e-19,3.74016833304474e-17,1.14219120216838,0.779976627284102,2.28895927296132,135
"GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME",1.64015605354308e-18,4.14218765909316e-16,1.11466447751729,-0.615978512173742,-2.60238090909717,152
"GOCC_RIBOSOMAL_SUBUNIT",1.90587114943345e-18,4.66283288403577e-16,1.10533657731401,-0.599939644357544,-2.53003306526124,169
"GOCC_RIBOSOME",4.31441705816503e-18,1.02356276207194e-15,1.0959292864312,-0.566578362563411,-2.49113693829428,198
"GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE",8.80093151826817e-13,2.02654390754475e-10,0.921426003494898,0.651548346425652,1.96147124982589,218
"GOCC_LARGE_RIBOSOMAL_SUBUNIT",8.53716849107252e-12,1.90964263190305e-09,0.875325132024659,-0.601016241084933,-2.40757766533811,106
"GOCC_BLOOD_MICROPARTICLE",2.42596259180749e-11,5.27579475868357e-09,0.863415391606693,0.712229298224761,2.07220264939355,117
