"pathway","pval","padj","log2err","ES","NES","size"
"HALLMARK_KRAS_SIGNALING_DN",2.44348258342634e-08,6.79071723702137e-07,0.73376198835648,0.722909196053751,2.20803565322715,149
"HALLMARK_MYC_TARGETS_V1",2.71628689480855e-08,6.79071723702137e-07,0.73376198835648,-0.476084775082168,-2.08080691184627,201
"HALLMARK_MYOGENESIS",6.25249414651451e-08,1.04208235775242e-06,0.704975715167238,0.697533341947776,2.15657048167219,191
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",8.66974049856725e-06,0.000108371756232091,0.593325476396405,-0.419459770265989,-1.84419014616586,191
"HALLMARK_MTORC1_SIGNALING",1.49600604949771e-05,0.000149600604949771,0.593325476396405,-0.397974117917051,-1.73574504630789,200
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",7.76146850420704e-05,0.000646789042017254,0.538434096309916,-0.468181658001562,-1.86571891148386,112
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.000147206395802744,0.00105147425573389,0.518848077743792,-0.377370710006514,-1.65533693145212,198
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.00371353318378536,0.0232095823986585,0.431707695803346,-0.34726689659385,-1.52441651753295,197
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.00460763229588324,0.0255979571993513,0.407017918923954,-0.452046649879421,-1.69322240283424,72
"HALLMARK_ANGIOGENESIS",0.00719790869122883,0.0359895434561441,0.407017918923954,-0.525593511647634,-1.67688760858798,34
"HALLMARK_ADIPOGENESIS",0.0143728283804075,0.0653310380927614,0.380730400722792,-0.303591619906178,-1.32410030358449,200
"HALLMARK_MYC_TARGETS_V2",0.0255072129250635,0.0985655205443868,0.352487857583619,-0.427246667598297,-1.5219966154765,58
"HALLMARK_UV_RESPONSE_UP",0.0256270353415406,0.0985655205443868,0.352487857583619,-0.314577558990321,-1.31871747503701,152
"HALLMARK_TGF_BETA_SIGNALING",0.0296160284890051,0.105771530317875,0.352487857583619,-0.423874146526131,-1.47398404794453,53
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0823271130625686,0.274423710208562,0.160801401070022,0.436550055576151,1.34899757462437,189
"HALLMARK_APOPTOSIS",0.0915824096391478,0.286195030122337,0.287805130535564,-0.294726218608791,-1.24774626570784,157
"HALLMARK_APICAL_JUNCTION",0.127612761276128,0.37533165081214,0.126253987849115,0.418949367801936,1.29360818327925,183
"HALLMARK_NOTCH_SIGNALING",0.136807817589577,0.380021715526602,0.219250346703755,-0.41226770230889,-1.28739684436722,32
"HALLMARK_ALLOGRAFT_REJECTION",0.145355191256831,0.382513661202186,0.116739204791222,0.405233184986421,1.25286330040572,191
"HALLMARK_INFLAMMATORY_RESPONSE",0.155361272115095,0.388403180287736,0.249246554383295,-0.270689767751728,-1.18999079048866,188
"HALLMARK_APICAL_SURFACE",0.175582990397805,0.418054739042393,0.119348440591015,0.489816716395986,1.28611115085283,40
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.241492864983535,0.52498448909464,0.0860347242455604,0.376936171969453,1.16450756256592,188
"HALLMARK_PANCREAS_BETA_CELLS",0.23397913561848,0.52498448909464,0.105920292736253,0.517553521101527,1.22419369014885,21
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.27893230580672,0.581108970430667,0.203508959461977,-0.256373081851181,-1.12052077413145,201
"HALLMARK_HEDGEHOG_SIGNALING",0.335251798561151,0.644714997232983,0.0828962134571565,0.436133424873787,1.09643626839319,32
"HALLMARK_PROTEIN_SECRETION",0.327586206896552,0.644714997232983,0.186432558434075,-0.271358562142867,-1.06713189141864,95
"HALLMARK_COAGULATION",0.357647058823529,0.662309368191721,0.069119845655101,0.360690933007048,1.07942829788626,113
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.418181818181818,0.746753246753247,0.16823816568964,-0.257364002449002,-1.01382137014158,100
"HALLMARK_FATTY_ACID_METABOLISM",0.459459459459459,0.792171481826654,0.197822021315103,-0.239647675355056,-0.992611401511888,147
"HALLMARK_GLYCOLYSIS",0.526881720430108,0.849809226500173,0.20207170902116,-0.224072879883775,-0.987632611766897,187
"HALLMARK_SPERMATOGENESIS",0.512883435582822,0.849809226500173,0.0538979025357319,0.323816299972543,0.942670777079056,88
"HALLMARK_BILE_ACID_METABOLISM",0.547101449275362,0.854846014492754,0.0501934252649434,0.313573560770922,0.924380200348762,95
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.598870056497175,0.907378873480568,0.132846300606183,-0.238427971243308,-0.939538848429208,97
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.624691358024691,0.918663761801017,0.0451344222209097,0.300472634003503,0.868101391555315,83
"HALLMARK_IL2_STAT5_SIGNALING",0.714440825190011,0.940053717355278,0.0329431471724691,0.272876241590469,0.846437735860545,193
"HALLMARK_KRAS_SIGNALING_UP",0.685932388222465,0.940053717355278,0.035090109926935,0.27906857857045,0.863227519454625,192
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.7,0.940053717355278,0.0925528864684773,-0.267854298221232,-0.875310166967222,38
"HALLMARK_XENOBIOTIC_METABOLISM",0.696902654867257,0.940053717355278,0.0350150690873584,0.274414057012347,0.848277848403429,174
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.744274809160305,0.954198473282443,0.0928481214159878,-0.23910918070658,-0.830679185697846,48
"HALLMARK_ANDROGEN_RESPONSE",0.842105263157895,0.985108820160367,0.11146266692298,-0.215201699410916,-0.84226176208821,98
"HALLMARK_COMPLEMENT",0.88659793814433,0.985108820160367,0.149207542435322,-0.198895598971316,-0.865855062749239,182
"HALLMARK_DNA_REPAIR",0.858407079646018,0.985108820160367,0.139599673451922,-0.208949903276101,-0.867486255487762,146
"HALLMARK_G2M_CHECKPOINT",0.871794871794872,0.985108820160367,0.169570644405628,-0.197151078640665,-0.865444888865314,197
"HALLMARK_HYPOXIA",0.799121844127333,0.985108820160367,0.0279402790995263,0.255831915319479,0.790367765923514,188
"HALLMARK_UV_RESPONSE_DN",0.818897637795276,0.985108820160367,0.0279402790995263,0.249550454315856,0.762067422176877,143
"HALLMARK_E2F_TARGETS",1,1,0.0128901829648689,0.161693063470197,0.503687728216671,200
"HALLMARK_HEME_METABOLISM",0.998892580287929,1,0.0151147394041638,0.168438012837594,0.519546769236156,179
