"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010466","negative regulation of peptidase activity","9/121","251/28905",0.0358565737051793,8.56557242105957,7.80516542009205,1.17975371139194e-06,0.00222855476081937,0.00190374993638299,"15511/238393/69982/209351/18054/232345/14080/13012/192200",9
"GO:0051346","negative regulation of hydrolase activity","9/121","329/28905",0.027355623100304,6.53482880755608,6.54632419990423,1.06274130281437e-05,0.00450304983902937,0.00384674453385641,"15511/238393/69982/209351/18054/232345/14080/13012/192200",9
"GO:0051085","chaperone cofactor-dependent protein refolding","4/121","33/28905",0.121212121212121,28.9556724267468,10.4180050782992,1.08826760603761e-05,0.00450304983902937,0.00384674453385641,"15511/193740/81489/15505",4
"GO:0052547","regulation of peptidase activity","10/121","434/28905",0.0230414746543779,5.50424648665118,6.13001784783331,1.50827417850429e-05,0.00450304983902937,0.00384674453385641,"15511/238393/69982/269275/209351/18054/232345/14080/13012/192200",10
"GO:0051084","'de novo' post-translational protein folding","4/121","38/28905",0.105263157894737,25.1457155284906,9.65666439559218,1.93163180220532e-05,0.00450304983902937,0.00384674453385641,"15511/193740/81489/15505",4
"GO:0001659","temperature homeostasis","7/121","196/28905",0.0357142857142857,8.53158205430933,6.85963964126619,1.94736215651948e-05,0.00450304983902937,0.00384674453385641,"18162/13653/22095/217166/11865/13592/22227",7
"GO:0045861","negative regulation of proteolysis","9/121","357/28905",0.0252100840336134,6.02229321480658,6.1907663716562,2.02809518214653e-05,0.00450304983902937,0.00384674453385641,"15511/238393/69982/209351/18054/232345/14080/13012/192200",9
"GO:0007626","locomotory behavior","8/121","273/28905",0.0293040293040293,7.00027245481791,6.45836428980479,2.04725613181972e-05,0.00450304983902937,0.00384674453385641,"13653/57277/268890/244723/18619/22095/233878/15438",8
"GO:0006458","'de novo' protein folding","4/121","39/28905",0.102564102564103,24.5009535918627,9.52183323933835,2.14544460303146e-05,0.00450304983902937,0.00384674453385641,"15511/193740/81489/15505",4
"GO:1901163","regulation of trophoblast cell migration","3/121","16/28905",0.1875,44.790805785124,11.3598542669676,3.85063005858196e-05,0.00725205098164576,0.00619508743409933,"269275/14119/17381",3
"GO:0120161","regulation of cold-induced thermogenesis","6/121","151/28905",0.0397350993377483,9.4920912922117,6.78344144000228,4.31319489151421e-05,0.00725205098164576,0.00619508743409933,"18162/22095/217166/11865/13592/22227",6
"GO:0061450","trophoblast cell migration","3/121","17/28905",0.176470588235294,42.1560525036461,11.0051387400677,4.66148069414859e-05,0.00725205098164576,0.00619508743409933,"269275/14119/17381",3
"GO:0106106","cold-induced thermogenesis","6/121","155/28905",0.0387096774193548,9.24713409757398,6.67492003438427,4.99082386243488e-05,0.00725205098164576,0.00619508743409933,"18162/22095/217166/11865/13592/22227",6
"GO:0007623","circadian rhythm","7/121","232/28905",0.0301724137931034,7.20771587346823,6.1551032518724,5.69770469651354e-05,0.00768783155122434,0.00656735436071824,"13653/225998/16193/18212/13170/217166/11865",7
"GO:1990845","adaptive thermogenesis","6/121","174/28905",0.0344827586206897,8.23738956967797,6.20836568342201,9.46633488886388e-05,0.0119212710700426,0.0101837834278094,"18162/22095/217166/11865/13592/22227",6
