Unnamed: 0,ID,Gene.name,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000058396,ENSMUSG00000058396,Gpr182,1.61314269519721,5.57739271507804,50.3342839838531,1.2966436264531e-12,1.8627366230354104e-09
ENSMUSG00000042750,ENSMUSG00000042750,Bex2,2.54392164244703,3.29095614380132,43.0447734924223,5.3501351375306294e-11,4.22509904961218e-08
ENSMUSG00000047844,ENSMUSG00000047844,Bex4,2.19857044598247,3.59542192683726,40.5421654873498,1.92418514180342e-10,1.16372651302466e-07
ENSMUSG00000030787,ENSMUSG00000030787,Lyve1,1.91743405233417,7.34682351997506,36.7295997396764,1.3570326343474201e-09,4.7742623639827e-07
ENSMUSG00000050671,ENSMUSG00000050671,Ism2,3.04875186652502,-0.788669266218041,34.7635787992105,3.7227308045622703e-09,9.87325482151521e-07
ENSMUSG00000029829,ENSMUSG00000029829,Tmem213,2.55907029646114,0.349210926788293,31.2366513052268,2.28412683396451e-08,4.28000679246894e-06
ENSMUSG00000027380,ENSMUSG00000027380,Acoxl,1.51808523593864,4.0551056908557,30.4425588249443,3.43899944484132e-08,5.76658608044525e-06
ENSMUSG00000032172,ENSMUSG00000032172,Olfm2,2.88009279417555,1.47996484423194,28.5495011472763,9.13333558806374e-08,1.29057026395599e-05
ENSMUSG00000041794,ENSMUSG00000041794,Myrip,1.59900419571712,3.91765398713124,27.3590370301037,1.68972922131718e-07,2.15772163305828e-05
ENSMUSG00000027442,ENSMUSG00000027442,Cst8,2.64151029254458,-0.0491011355681243,26.9191621581023,2.12145094471396e-07,2.53637071465056e-05
ENSMUSG00000053469,ENSMUSG00000053469,Tg,1.58700251767495,1.43444155260886,24.5973116875703,7.06502267129592e-07,6.15120837527628e-05
ENSMUSG00000039114,ENSMUSG00000039114,Nrn1,1.20311185713367,4.56221611674519,23.5339022273799,1.22731979793799e-06,9.9549838502627e-05
ENSMUSG00000049128,ENSMUSG00000049128,Ivl,2.27761854942837,0.49946054495589,22.4557865355781,2.15036694422395e-06,0.0001525521635863
ENSMUSG00000019893,ENSMUSG00000019893,Ros1,2.68227506024312,2.91461998303517,22.248715915309,2.39518909579742e-06,0.0001671686834917
ENSMUSG00000023132,ENSMUSG00000023132,Gzma,1.7600743018442,3.24669429070235,21.675153600294,3.22947263500537e-06,0.0002116839496382
ENSMUSG00000038600,ENSMUSG00000038600,Atp6v0a4,1.35061418645255,2.17832854051602,21.2635567815238,4.00269391596244e-06,0.0002509179651537
ENSMUSG00000035085,ENSMUSG00000035085,1700020L24Rik,1.39959122497297,1.94474346912058,20.1950896352405,6.99322163234637e-06,0.000391416064026
ENSMUSG00000031551,ENSMUSG00000031551,Ido1,1.96240393042845,-0.162490688440204,20.0478370226477,7.55289109764126e-06,0.0004200138375233
ENSMUSG00000024517,ENSMUSG00000024517,Grp,1.82785994946169,2.18151218307782,19.8999523653112,8.16023582537232e-06,0.0004396072043549
ENSMUSG00000045573,ENSMUSG00000045573,Penk,1.31437163994918,1.78472907828089,18.3437335191426,1.8442457885572e-05,0.0008550376098887
ENSMUSG00000034310,ENSMUSG00000034310,Tmem132d,1.41659917020158,2.3635666479975,17.0954979707667,3.55464676792761e-05,0.0013863926613643
ENSMUSG00000030049,ENSMUSG00000030049,Gkn2,6.87465957650713,-0.148818201721961,16.9573549717812,3.82289262465045e-05,0.0014728067037388
ENSMUSG00000106139,ENSMUSG00000106139,Gm30648,1.24323338239549,0.912188319864824,16.3867761047083,5.16442813667827e-05,0.0018547828468374
ENSMUSG00000024027,ENSMUSG00000024027,Glp1r,1.09834592352175,4.65463087656272,15.0500672793222,0.0001046965245674,0.0031608815884747
ENSMUSG00000021268,ENSMUSG00000021268,Meg3,2.58554575772385,5.52331942785858,13.7947582107202,0.0002039043349642,0.0052621359737257
ENSMUSG00000037014,ENSMUSG00000037014,Sstr4,1.93555020774842,0.773322679286495,13.7717242591664,0.000206419768329,0.005303234554731
ENSMUSG00000045087,ENSMUSG00000045087,S1pr5,1.25941150309076,1.1711777873436,13.6790406492849,0.0002168613668397,0.0055139721282466
ENSMUSG00000031340,ENSMUSG00000031340,Gabre,1.24060171256093,1.68046878179063,13.2327733956055,0.000275096468551,0.0066142092348002
ENSMUSG00000067219,ENSMUSG00000067219,Nipal1,1.0290721157134,3.06755601830205,13.0052690572496,0.0003106157083874,0.0072360867525549
ENSMUSG00000029377,ENSMUSG00000029377,Ereg,2.15954984459497,2.17227478141792,12.8019136723573,0.0003462649753859,0.0078234101057387
ENSMUSG00000040856,ENSMUSG00000040856,Dlk1,3.74529645890167,6.00142829260756,12.4684686512734,0.0004138792524845,0.0089074462341838
ENSMUSG00000087057,ENSMUSG00000087057,Gm11730,1.21513124619196,1.02873251658515,12.3736772568993,0.0004354291735318,0.0092329194618883
ENSMUSG00000110397,ENSMUSG00000110397,Gm45540,1.58794925317524,1.30350806990361,11.9604457967206,0.0005434186759419,0.0108677431027422
ENSMUSG00000032773,ENSMUSG00000032773,Chrm1,1.19678297767128,0.400032263264342,11.5469593874124,0.000678601457226,0.0130708497442673
ENSMUSG00000097451,ENSMUSG00000097451,Rian,2.21324460471323,4.23985979078807,11.4477074769557,0.0007158225801853,0.0136024944496587
ENSMUSG00000097087,ENSMUSG00000097087,Gm26878,1.1784771169928,2.05904466538463,11.3565160064058,0.000751837265068,0.014072662988608
ENSMUSG00000040364,ENSMUSG00000040364,Sec1,1.07368341672986,2.49146987597621,11.0247878418199,0.0008990156743647,0.0158955191901267
