Unnamed: 0,ID,Gene.name,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000024173,ENSMUSG00000024173,Tpsab1,-3.72007187622855,2.58301758618116,25.8975426463337,3.60027173007629e-07,3.78496449879358e-05
ENSMUSG00000093894,ENSMUSG00000093894,Ighv1-53,-2.62456048486458,1.47021101209552,25.4889585914438,4.4492187985016e-07,4.44137892718946e-05
ENSMUSG00000043017,ENSMUSG00000043017,Ptgir,-1.44641933964153,3.82851395827925,25.4414201547935,4.56021215048541e-07,4.44228215888035e-05
ENSMUSG00000027408,ENSMUSG00000027408,Cpxm1,-1.22243875886111,5.38676268088653,25.4302479590689,4.58669745890914e-07,4.44228215888035e-05
ENSMUSG00000035385,ENSMUSG00000035385,Ccl2,-1.99042339320476,1.33912876938984,25.2723283399153,4.97799408380452e-07,4.67612271360175e-05
ENSMUSG00000076523,ENSMUSG00000076523,Igkv15-103,-2.17018344776361,4.16221323245618,25.2591225080921,5.01219425111009e-07,4.67612271360175e-05
ENSMUSG00000037953,ENSMUSG00000037953,A4gnt,-2.80158294693661,1.06233115378759,25.2568235078795,5.01817217945544e-07,4.67612271360175e-05
ENSMUSG00000028364,ENSMUSG00000028364,Tnc,-1.6570221954408,6.43550225027279,25.030441173903,5.64322908614629e-07,5.12019085347768e-05
ENSMUSG00000030218,ENSMUSG00000030218,Mgp,-1.10924652644031,8.82980035217382,25.0146946997659,5.68950415559825e-07,5.13514985017582e-05
ENSMUSG00000020053,ENSMUSG00000020053,Igf1,-1.5681619939607,5.04885553586794,24.9551171629729,5.86805741462254e-07,5.26872092555615e-05
ENSMUSG00000015709,ENSMUSG00000015709,Arnt2,-2.26770867748243,3.14274237802733,24.8102903382102,6.32588588217646e-07,5.6212343671567e-05
ENSMUSG00000017400,ENSMUSG00000017400,Stac2,-1.31331832261885,3.38883765954408,24.6242791765893,6.96684222564886e-07,6.09651741766298e-05
ENSMUSG00000060044,ENSMUSG00000060044,Tmem26,-1.51484111982874,2.17435951215095,24.3525891427239,8.02188525018703e-07,6.88006367303354e-05
ENSMUSG00000094335,ENSMUSG00000094335,Igkv1-117,-2.14916368211808,5.05655439695467,23.7196570772306,1.11438492079283e-06,9.32567070366385e-05
ENSMUSG00000000792,ENSMUSG00000000792,Slc5a5,-1.63273786073118,1.07678549511055,23.6923217480178,1.13032604038968e-06,9.41337710641439e-05
ENSMUSG00000050147,ENSMUSG00000050147,F2rl3,-2.33586479850445,0.841418375076998,23.6630247013588,1.14766516692948e-06,9.4926690861087e-05
ENSMUSG00000001348,ENSMUSG00000001348,Acp5,-1.24338544874637,5.49728935303796,23.6546380678878,1.15267763329923e-06,9.4926690861087e-05
ENSMUSG00000046997,ENSMUSG00000046997,Spsb4,-1.6812237036784,1.01672645625664,23.6484890633784,1.15636667328895e-06,9.4926690861087e-05
ENSMUSG00000062593,ENSMUSG00000062593,Lilrb4a,-1.16202376394436,6.28677749861557,23.5802586880908,1.19810417325708e-06,9.78868144207525e-05
ENSMUSG00000030683,ENSMUSG00000030683,Sez6l2,-1.79217182245065,3.1663882572434,23.2506640374136,1.42201340981132e-06,0.0001124560669607
ENSMUSG00000015852,ENSMUSG00000015852,Fcrls,-1.20924797498698,3.69286687544656,23.2260315336161,1.4403439764934e-06,0.0001128640445944
ENSMUSG00000094356,ENSMUSG00000094356,Igkv8-28,-2.71527625983321,3.21513576907444,23.1319763338992,1.51254318471042e-06,0.0001157781388866
ENSMUSG00000028519,ENSMUSG00000028519,Dab1,-2.15535744487024,-0.205662714365016,22.7328230786305,1.86160723293594e-06,0.0001407554696867
ENSMUSG00000030650,ENSMUSG00000030650,Tmc5,-1.17272054234849,3.07141025731116,22.6881380600813,1.90540485493234e-06,0.0001427507706676
ENSMUSG00000087659,ENSMUSG00000087659,Gm12606,-2.42648850269006,-0.650924439214926,22.5261676310908,2.07300402638007e-06,0.0001501534302973
ENSMUSG00000009185,ENSMUSG00000009185,Ccl8,-1.96886805912476,3.07839843866705,22.4561221754179,2.14999121992579e-06,0.0001525521635863
ENSMUSG00000041324,ENSMUSG00000041324,Inhba,-1.70014075309937,1.40018972637284,22.1636738250934,2.50366388956887e-06,0.0001740349265817
ENSMUSG00000025355,ENSMUSG00000025355,Mmp19,-1.45413295152942,6.46178203220815,21.9995195169242,2.72718729666963e-06,0.0001858260150485
ENSMUSG00000095079,ENSMUSG00000095079,Igha,-1.94603971254546,11.0041994481714,21.8439489758375,2.95747779505228e-06,0.0001983783537224
ENSMUSG00000076618,ENSMUSG00000076618,Ighj4,-1.604286077491,2.29456105488386,21.8386705615304,2.96562472881431e-06,0.0001983783537224
ENSMUSG00000023349,ENSMUSG00000023349,Clec4n,-1.16961751377361,5.52227011589393,21.8365245575095,2.96894339929163e-06,0.0001983783537224
ENSMUSG00000045201,ENSMUSG00000045201,Lrrc3b,-1.91421166721309,1.0935537987209,21.785039793897,3.04968831076834e-06,0.0002029867829704
ENSMUSG00000010476,ENSMUSG00000010476,Ebf3,-2.50216837304296,1.09125879362478,21.5801459321915,3.39346531283165e-06,0.0002215907141208
ENSMUSG00000076549,ENSMUSG00000076549,Igkv4-68,-3.27552720387147,2.93894559494148,21.5514893779886,3.44455077771561e-06,0.000224077776819
ENSMUSG00000028111,ENSMUSG00000028111,Ctsk,-1.91967749098611,7.63549855411945,21.4101552957717,3.70801981021223e-06,0.0002358765812112
ENSMUSG00000086584,ENSMUSG00000086584,Gm12002,-4.32254153384512,-0.95845954658126,21.336807201308,3.85262888976885e-06,0.0002432801078048
ENSMUSG00000026475,ENSMUSG00000026475,Rgs16,-1.38785873615146,3.02224840818568,21.2654725959802,3.99869534233212e-06,0.0002509179651537
ENSMUSG00000063193,ENSMUSG00000063193,Cd300lb,-1.18702916363451,3.7066338580195,21.1505172747847,4.24586637374013e-06,0.0002632895338737
ENSMUSG00000074968,ENSMUSG00000074968,Ano3,-1.86733664935706,0.963913902023657,21.0980884772566,4.36363195490068e-06,0.0002686594688233
ENSMUSG00000029819,ENSMUSG00000029819,Npy,-3.51072472057132,1.82529963246007,20.9257713661276,4.77428108533366e-06,0.0002867729325089
ENSMUSG00000076596,ENSMUSG00000076596,Igkv3-10,-2.34847072816403,3.37396698062384,20.7741133161836,5.16767749700733e-06,0.0003061360562574
ENSMUSG00000032323,ENSMUSG00000032323,Cyp11a1,-1.6680842503432,1.52281654533709,20.591372423247,5.68517459706585e-06,0.0003322261860298
ENSMUSG00000050967,ENSMUSG00000050967,Creg2,-2.56631230121134,0.479889207733678,20.5545009768445,5.79573572088123e-06,0.0003341561474657
ENSMUSG00000099762,ENSMUSG00000099762,Gm21149,-2.46677359516234,-0.266703087897858,20.4315178797923,6.18035208012582e-06,0.0003539637525225
ENSMUSG00000023868,ENSMUSG00000023868,Pde10a,-1.43907055218116,1.22170310496936,20.3965039932798,6.29446798856163e-06,0.0003593057405788
ENSMUSG00000096670,ENSMUSG00000096670,Ighv2-6,-1.92048999473999,3.85678624245914,20.3593865405968,6.41775017610948e-06,0.0003639328792301
ENSMUSG00000051279,ENSMUSG00000051279,Gdf6,-1.33124784578721,3.00176865653486,20.0223864564678,7.65408297141942e-06,0.000423033711299
ENSMUSG00000002847,ENSMUSG00000002847,Pla1a,-1.49410750441013,2.49901394714032,20.0197290891639,7.66472686987449e-06,0.000423033711299
ENSMUSG00000076522,ENSMUSG00000076522,Igkv16-104,-2.34666599429796,4.54015356075138,19.8220627608694,8.4995924632805e-06,0.0004554338858143
ENSMUSG00000094502,ENSMUSG00000094502,Ighv1-69,-2.77250183421847,0.6229774024777,19.6279132797008,9.40845941684392e-06,0.0004960013207552
ENSMUSG00000079625,ENSMUSG00000079625,Tm4sf19,-3.45304242095107,0.580927559111011,19.3480252662829,1.08931836734822e-05,0.0005572332146799
ENSMUSG00000057457,ENSMUSG00000057457,Phex,-1.58175896443667,3.07356040872744,19.0401159986273,1.27999030807524e-05,0.000640561413128
ENSMUSG00000094872,ENSMUSG00000094872,Igkv9-120,-2.15202144950334,3.24484188837448,19.0161855438864,1.29614338157967e-05,0.0006439255260821
ENSMUSG00000028259,ENSMUSG00000028259,Fhl5,-1.75934815041727,0.282581815577858,19.0092861413547,1.30083838973542e-05,0.0006444009482945
ENSMUSG00000029816,ENSMUSG00000029816,Gpnmb,-1.99183005569439,7.96075387722496,18.9325590053902,1.35421622955297e-05,0.0006651092188394
ENSMUSG00000108084,ENSMUSG00000108084,Gm7932,-1.78844524247679,1.69078409234286,18.9061288006643,1.37310822136887e-05,0.0006724719496641
ENSMUSG00000026582,ENSMUSG00000026582,Sele,-2.19769799957657,2.13490000123151,18.87435650088,1.39616937161667e-05,0.0006799029321271
ENSMUSG00000096150,ENSMUSG00000096150,Ighv1-85,-2.70457750273807,-0.426807632193473,18.6585702088422,1.56342927050714e-05,0.0007508492536759
ENSMUSG00000024353,ENSMUSG00000024353,Mzb1,-1.30464870156923,3.31489591847261,18.5291614381921,1.67324557681985e-05,0.0007877972136033
ENSMUSG00000096833,ENSMUSG00000096833,Igkv4-55,-2.19228432186545,3.52338025424381,18.3119124671075,1.8753084086132e-05,0.0008643968357241
ENSMUSG00000094088,ENSMUSG00000094088,Ighv1-64,-2.20181195182109,1.21839062275994,18.22928697672,1.95844111832794e-05,0.0008955322662826
ENSMUSG00000096422,ENSMUSG00000096422,Igkv12-44,-2.18458130379728,5.02550794331126,17.9337671402164,2.28726833604576e-05,0.00100567481858
ENSMUSG00000045312,ENSMUSG00000045312,Lhfpl2,-1.63651581712464,5.31912287141553,17.9313225367665,2.29020798126154e-05,0.00100567481858
ENSMUSG00000030017,ENSMUSG00000030017,Reg3g,-1.24161537066644,5.35314304435206,17.9292928534565,2.29265156738757e-05,0.00100567481858
ENSMUSG00000094322,ENSMUSG00000094322,Ighv9-4,-3.06028459812939,0.433199122000043,17.7271808865805,2.54957440103423e-05,0.0010933361467519
ENSMUSG00000094134,ENSMUSG00000094134,Ighv5-15,-2.79734294225207,1.46168665912282,17.6083432954101,2.71395065349539e-05,0.0011473193216196
ENSMUSG00000094694,ENSMUSG00000094694,Ighv1-9,-3.16886154696613,2.02457713132878,17.5476559445639,2.8019598629659e-05,0.0011739361181112
ENSMUSG00000036086,ENSMUSG00000036086,Zranb3,-1.73034686897616,3.90730142492332,17.5336222570244,2.8227165854078e-05,0.0011782278744756
ENSMUSG00000026580,ENSMUSG00000026580,Selp,-1.36665354520912,2.83785843662655,17.1942418930387,3.37457656886028e-05,0.001342044212053
ENSMUSG00000054672,ENSMUSG00000054672,5830411N06Rik,-1.39388544084069,1.5143462433479,17.1299683741832,3.49071451519256e-05,0.0013707614470935
ENSMUSG00000094006,ENSMUSG00000094006,Igkv4-59,-1.80927500547623,4.03175775664111,17.0955140865327,3.55461660468189e-05,0.0013863926613643
ENSMUSG00000076646,ENSMUSG00000076646,Ighv2-6-8,-2.06160476139434,4.07381532884241,16.971050722526,3.79541366444568e-05,0.0014728067037388
ENSMUSG00000068744,ENSMUSG00000068744,Psrc1,-1.367632307056,2.76974314237865,16.9568720307672,3.82386523252591e-05,0.0014728067037388
ENSMUSG00000095571,ENSMUSG00000095571,Ighv5-17,-2.53317612466605,2.69825247154814,16.8093883806683,4.13283316300622e-05,0.0015727574149462
ENSMUSG00000076621,ENSMUSG00000076621,Ighj1,-1.85779001226616,1.32220791022503,16.7857307455251,4.18467942463703e-05,0.0015820107149411
ENSMUSG00000094546,ENSMUSG00000094546,Ighv1-26,-2.25266718492066,1.92124284819803,16.7565929825491,4.24943505125337e-05,0.0015994762194008
ENSMUSG00000076545,ENSMUSG00000076545,Igkv4-72,-2.19824117181815,4.36545731197157,16.6247583797896,4.55524896424957e-05,0.0016776173944374
ENSMUSG00000047592,ENSMUSG00000047592,Nxpe5,-1.51356009587359,1.4680821331402,16.6210829627099,4.56408468003456e-05,0.0016776173944374
ENSMUSG00000096638,ENSMUSG00000096638,Ighv2-9,-2.20371698156532,4.34624702874972,16.3948351869014,5.14251635911385e-05,0.0018546409940327
ENSMUSG00000043366,ENSMUSG00000043366,Olfr78,-3.0003191187703,-0.843003257073087,16.3761474427864,5.19346994701596e-05,0.0018574736186018
ENSMUSG00000076563,ENSMUSG00000076563,Igkv5-48,-2.23000268157502,4.73449267693639,16.360288383578,5.23710893973986e-05,0.0018620026501869
ENSMUSG00000081665,ENSMUSG00000081665,Gm15922,-1.20964303124634,2.47055075034728,16.3568336370837,5.24666408675444e-05,0.0018620026501869
ENSMUSG00000033981,ENSMUSG00000033981,Gria2,-2.84447411367673,0.272028544084162,16.3558681815372,5.24933747891899e-05,0.0018620026501869
ENSMUSG00000022667,ENSMUSG00000022667,Cd200r1,-1.03024680619586,3.63016834435447,16.3345411100489,5.30874375787637e-05,0.0018792080829985
ENSMUSG00000025746,ENSMUSG00000025746,Il6,-1.86673833465083,0.250366084068299,16.2313877996894,5.60576005895101e-05,0.0019641808466718
ENSMUSG00000036596,ENSMUSG00000036596,Cpz,-1.03071081721552,2.53522849191264,16.0672505388187,6.1132160729616e-05,0.0021077146376357
ENSMUSG00000103271,ENSMUSG00000103271,Ighv4-2,-2.54038420036031,1.42792125412404,16.0314183067577,6.23000275644415e-05,0.0021229246119629
ENSMUSG00000107623,ENSMUSG00000107623,Gm10415,-2.96710837953433,-0.716479652211763,16.0310486886023,6.23121905941892e-05,0.0021229246119629
ENSMUSG00000030862,ENSMUSG00000030862,Cpxm2,-1.17492140419826,3.16086235394882,15.9950961433435,6.35067686309218e-05,0.0021508706963231
ENSMUSG00000094797,ENSMUSG00000094797,Igkv6-15,-1.50605998203017,5.48339655115372,15.9227091015357,6.59822785091356e-05,0.0022086766975126
ENSMUSG00000028031,ENSMUSG00000028031,Dkk2,-1.84130708751905,2.28146586446987,15.8637734354182,6.8069297544265e-05,0.0022653409659567
ENSMUSG00000021613,ENSMUSG00000021613,Hapln1,-1.93857540293506,0.933295074662844,15.8299334970736,6.92975099963681e-05,0.0022973457208219
ENSMUSG00000095753,ENSMUSG00000095753,Igkv4-53,-2.19162632300977,3.20222906341735,15.782951561294,7.10397576522947e-05,0.0023371266835265
ENSMUSG00000026177,ENSMUSG00000026177,Slc11a1,-1.27515730382706,4.1764463120986,15.7274268553612,7.31557034581269e-05,0.0023808397782698
ENSMUSG00000021806,ENSMUSG00000021806,Nid2,-1.0897128967024,4.88150755183715,15.5200729604614,8.16337776803546e-05,0.0026091564267209
ENSMUSG00000076613,ENSMUSG00000076613,Ighg2b,-2.02464325044244,6.39220653713246,15.5178447409742,8.17300580329076e-05,0.0026091564267209
ENSMUSG00000096805,ENSMUSG00000096805,Ighv9-1,-2.05203519240048,2.15063311777637,15.457223829245,8.4393756308608e-05,0.0026842508579411
ENSMUSG00000031883,ENSMUSG00000031883,Car7,-1.40177423057424,1.08962430744464,15.2216681235714,9.56001891690887e-05,0.002943255249841
ENSMUSG00000094420,ENSMUSG00000094420,Igkv10-96,-2.1020080516007,5.00079089397852,15.1297922940998,0.0001003668287202,0.0030569324387083
ENSMUSG00000103297,ENSMUSG00000103297,Ighv3-2,-2.00005154238517,4.3539802166548,14.9761262108013,0.0001088799927216,0.003253002070241
ENSMUSG00000095351,ENSMUSG00000095351,Igkv3-2,-1.89467646139977,3.73948082682984,14.7929345851357,0.0001199842026971,0.0035057757123672
ENSMUSG00000095630,ENSMUSG00000095630,Igkv6-23,-1.551403400093,4.47607976403684,14.6967261666957,0.0001262655404502,0.0036576610665584
ENSMUSG00000025094,ENSMUSG00000025094,Slc18a2,-1.04095706456218,2.6801951344825,14.6615091304104,0.0001286467052359,0.0036962342526053
ENSMUSG00000095127,ENSMUSG00000095127,Ighv1-82,-2.01827811925202,2.40853698971515,14.539475132112,0.0001372532359264,0.0038425086626831
ENSMUSG00000106601,ENSMUSG00000106601,Ighv1-70,-2.44165674927097,0.673072026101086,14.4691156608525,0.0001424765048959,0.0039615362385494
ENSMUSG00000033777,ENSMUSG00000033777,Tlr13,-1.21153899505213,4.45912888575112,14.4211649536531,0.000146150459863,0.0040441216333542
ENSMUSG00000093861,ENSMUSG00000093861,Igkv1-110,-1.31491046416905,5.32497500273019,14.3718291229886,0.0001500301512758,0.0041381916445516
ENSMUSG00000094124,ENSMUSG00000094124,Ighv1-74,-2.00041517532468,0.80911972616011,14.1498572729607,0.000168809910953,0.0045470532108118
ENSMUSG00000094940,ENSMUSG00000094940,Ighv1-84,-2.0416927565174,-0.400301005675346,13.9444315454638,0.0001882945872004,0.0049557410515246
ENSMUSG00000007891,ENSMUSG00000007891,Ctsd,-1.22662772541727,10.0149145755563,13.7016618166037,0.0002142648061671,0.0054721644348385
ENSMUSG00000027400,ENSMUSG00000027400,Pdyn,-3.35973745633833,-0.10858292545025,13.5501896371774,0.0002322679543379,0.0058283366300309
ENSMUSG00000047222,ENSMUSG00000047222,Rnase2a,-1.98751917211016,0.000603926041505,13.4544406938981,0.000244426951291,0.0060628434723834
ENSMUSG00000076677,ENSMUSG00000076677,Ighv6-3,-1.69216486564992,2.69885563426746,13.4023600236037,0.0002513079060804,0.006215634136186
ENSMUSG00000036172,ENSMUSG00000036172,Cd200r3,-1.38893509526284,0.43472340677763,13.3859911139996,0.000253510654845,0.0062611320614245
ENSMUSG00000094075,ENSMUSG00000094075,Ighv1-80,-1.84387785377233,3.43357573971776,13.3825988466275,0.0002539695777404,0.0062634929194089
ENSMUSG00000000562,ENSMUSG00000000562,Adora3,-1.21985584286803,2.70236692841259,13.2228103451373,0.0002765626264203,0.0066401993271037
ENSMUSG00000096515,ENSMUSG00000096515,Igkv14-100,-1.83800647493693,1.86888396563351,13.1647791986607,0.0002852603986084,0.0067932621832752
ENSMUSG00000096632,ENSMUSG00000096632,Igkv9-124,-3.10380696580925,3.2464898567442,13.1619193182098,0.0002856961008686,0.0067932621832752
ENSMUSG00000095794,ENSMUSG00000095794,Igkv6-17,-1.78392690020266,5.83506061191493,13.1552016672709,0.0002867221742976,0.0067941202498176
ENSMUSG00000028351,ENSMUSG00000028351,Brinp1,-1.02308805614993,2.54202693935217,12.9427565592911,0.0003211617478309,0.0074496456144939
ENSMUSG00000096459,ENSMUSG00000096459,Ighv9-3,-1.59942925203224,3.82645333984736,12.903111543338,0.0003280363403792,0.0075500914176199
ENSMUSG00000076620,ENSMUSG00000076620,Ighj2,-1.55581472379319,1.92073968022659,12.7481115370461,0.0003563687943302,0.0079888708003369
ENSMUSG00000100444,ENSMUSG00000100444,C530043A13Rik,-1.28388601698589,0.922292891730635,12.7372050561445,0.0003584529599684,0.0080043660322499
ENSMUSG00000099620,ENSMUSG00000099620,Mrgprb13,-3.42075323890841,-0.624612595706409,12.6427831623013,0.0003770182737507,0.0082900740066191
ENSMUSG00000025044,ENSMUSG00000025044,Msr1,-1.20362906295642,4.13422433662527,12.4435526254995,0.0004194371984771,0.0089639018092033
ENSMUSG00000111531,ENSMUSG00000111531,Gm32688,-1.6670807040203,-0.0820748974588219,12.4427285839787,0.0004196222959584,0.0089639018092033
ENSMUSG00000076594,ENSMUSG00000076594,Igkv6-13,-2.58028195776422,4.21807531802319,12.375406703088,0.0004350260344338,0.0092329194618883
ENSMUSG00000069792,ENSMUSG00000069792,Wfdc17,-1.42889471457528,3.03863683235034,12.244936480548,0.0004665224157139,0.009689614366859
ENSMUSG00000068794,ENSMUSG00000068794,Col28a1,-1.26121108871186,1.36381470156266,12.1644420348432,0.0004870923414133,0.0100562693097301
ENSMUSG00000102654,ENSMUSG00000102654,Ighv1-21,-2.25651038520895,0.795608075206169,12.0403175066882,0.0005206210289937,0.0105712437206402
ENSMUSG00000061540,ENSMUSG00000061540,Orm2,-1.83782291898226,-0.609227007214011,12.0367157719625,0.0005216279715516,0.0105792289430348
ENSMUSG00000094689,ENSMUSG00000094689,Ighv1-81,-2.38940666587601,1.93196685413963,12.0257000460915,0.0005247198728284,0.0106169552672405
ENSMUSG00000028238,ENSMUSG00000028238,Atp6v0d2,-1.01228089784172,6.70488404082222,11.8132343039674,0.0005881117947541,0.0116534014135241
ENSMUSG00000042425,ENSMUSG00000042425,Frmpd3,-1.89537107493576,0.173635686849986,11.7806404422385,0.0005984989009037,0.0117914543459204
ENSMUSG00000076543,ENSMUSG00000076543,Igkv4-74,-1.80737072149233,3.1708708231001,11.7582071449909,0.0006057554541212,0.0118936426806327
ENSMUSG00000076556,ENSMUSG00000076556,Igkv4-57,-2.23441794584997,3.57778451534099,11.4721561275468,0.0007064667009246,0.0134870204399118
ENSMUSG00000030144,ENSMUSG00000030144,Clec4d,-1.35579104150074,2.60569797675318,11.4455060153357,0.0007166711425302,0.0136024944496587
