"gene1","module1","X88","X89","X90","X92","X93","X94","X97","X99","X101","X103","X104","X105","X108","X109","X110","Gene.name"
"ENSMUSG00000000031","brown",64,38,43,76,53,1375,125,61,116,71,65,57,106,67,134,"H19"
"ENSMUSG00000000058","blue",7364,5711,6123,7733,5844,6090,11946,4951,8198,5583,5101,4871,9103,5959,8596,"Cav2"
"ENSMUSG00000000182","turquoise",4,0,1,8,1,0,7,7,2,3,24,43,14,9,71,"Fgf23"
"ENSMUSG00000000184","turquoise",4153,3646,3154,3865,3474,2879,7548,5210,7548,4846,4457,5540,8506,5823,8763,"Ccnd2"
"ENSMUSG00000000204","blue",187,42,132,141,84,68,352,50,40,71,65,123,64,103,172,"Slfn4"
"ENSMUSG00000000290","turquoise",2677,2253,2567,2913,3207,2871,5854,5463,4157,5969,5692,6414,5829,8934,6986,"Itgb2"
"ENSMUSG00000000317","turquoise",965,1100,1037,1105,1004,1303,2459,1428,1735,986,1130,1349,1993,1466,2763,"Bcl6b"
"ENSMUSG00000000318","turquoise",52,74,95,102,73,79,145,162,195,183,172,154,211,196,227,"Clec10a"
"ENSMUSG00000000386","turquoise",81,54,39,130,53,62,101,109,114,149,137,156,130,127,162,"Mx1"
"ENSMUSG00000000409","grey",229,223,186,373,263,308,538,243,251,272,253,183,266,171,300,"Lck"
"ENSMUSG00000000530","blue",17147,13562,13988,17483,13669,13120,28761,11340,18768,10744,10849,9082,20689,10187,18962,"Acvrl1"
"ENSMUSG00000000562","turquoise",62,67,87,69,118,58,107,157,153,176,139,146,220,300,223,"Adora3"
"ENSMUSG00000000594","turquoise",2434,1908,2194,2588,2377,2443,4469,3066,3142,3333,3002,3547,3963,4064,4026,"Gm2a"
"ENSMUSG00000000627","grey",881,648,546,739,909,819,1120,474,788,688,639,715,991,936,1095,"Sema4f"
"ENSMUSG00000000682","turquoise",483,374,515,634,479,575,1108,830,725,858,704,823,894,747,1009,"Cd52"
"ENSMUSG00000000792","turquoise",24,6,17,30,20,17,66,54,66,47,55,47,83,65,70,"Slc5a5"
"ENSMUSG00000000794","turquoise",565,463,411,477,543,353,696,531,615,737,726,778,786,1217,1053,"Kcnn3"
"ENSMUSG00000000805","blue",3681,3135,3770,3841,3172,2683,5900,2927,4030,2769,2999,2206,5207,3022,5554,"Car4"
"ENSMUSG00000000823","grey",670,627,633,1167,996,884,1857,934,1028,865,1056,1010,980,868,1258,"Zfp512b"
"ENSMUSG00000000957","turquoise",1611,1449,1337,1691,1291,1151,2271,2248,2275,1823,1874,2414,2887,2167,2553,"Mmp14"
"ENSMUSG00000000982","turquoise",26,17,26,15,19,14,42,76,34,49,38,58,55,80,72,"Ccl3"
"ENSMUSG00000001029","blue",2539,2275,2372,2611,2081,1922,4213,2102,3150,1845,1792,1658,3668,1931,3594,"Icam2"
"ENSMUSG00000001128","turquoise",380,312,312,314,352,319,680,510,580,504,477,647,711,679,822,"Cfp"
"ENSMUSG00000001131","turquoise",95,29,53,34,64,46,71,191,137,140,100,209,197,176,162,"Timp1"
"ENSMUSG00000001229","grey",1837,1844,1815,1632,1979,1132,2398,1493,1993,1265,1526,1718,2623,1815,2388,"Dpp9"
"ENSMUSG00000001240","blue",5998,5047,6001,5144,3644,3677,8295,3330,5140,2765,2531,2122,6236,2847,5341,"Ramp2"
"ENSMUSG00000001270","turquoise",1052,973,898,935,692,724,1654,1414,1432,1166,1090,1343,2116,1518,1747,"Ckb"
"ENSMUSG00000001300","blue",7264,6995,7157,9423,6389,7230,13553,5277,8186,3904,3661,4315,9622,4237,8219,"Efnb2"
"ENSMUSG00000001348","turquoise",498,382,468,503,554,564,975,1169,841,1216,1239,1527,1188,1992,1455,"Acp5"
"ENSMUSG00000001349","grey",1062,931,821,814,658,941,1637,922,1305,837,657,949,1494,1179,1862,"Cnn1"
"ENSMUSG00000001435","turquoise",2106,1891,1977,2924,3018,1838,3682,3028,3984,3089,3141,3805,4206,3990,4696,"Col18a1"
"ENSMUSG00000001467","turquoise",638,681,714,572,667,625,1268,1052,1072,790,945,1140,1724,1402,1371,"Cyp51"
"ENSMUSG00000001473","turquoise",883,824,848,702,952,756,1327,1106,1081,984,1002,1184,1644,1413,1695,"Tubb6"
"ENSMUSG00000001493","turquoise",411,355,319,336,340,256,590,547,684,487,449,470,978,742,913,"Meox1"
"ENSMUSG00000001494","turquoise",20,11,13,4,4,1,6,12,22,12,14,27,22,40,57,"Sost"
"ENSMUSG00000001497","brown",22,15,10,6,13,67,30,16,31,17,10,20,11,7,24,"Pax9"
"ENSMUSG00000001504","grey",1475,1130,1089,1220,1284,1575,2559,1466,1939,884,1119,1574,1888,1652,2090,"Irx2"
"ENSMUSG00000001506","turquoise",3947,3809,2623,3196,3415,3544,5097,6785,6736,7592,6577,11471,7442,9683,9811,"Col1a1"
"ENSMUSG00000001552","blue",11180,9932,9696,11191,10315,8260,17413,8385,11881,8117,8204,7881,14380,8819,13978,"Jup"
"ENSMUSG00000001555","turquoise",368,357,438,543,432,402,785,595,671,583,648,731,734,801,851,"Fkbp10"
"ENSMUSG00000001750","turquoise",1441,1249,1197,1429,1481,1227,2864,2148,1558,1874,2165,2638,2115,2696,2798,"Tcirg1"
"ENSMUSG00000001751","turquoise",584,538,510,711,643,623,1248,954,919,978,962,1095,1145,1305,1247,"Naglu"
"ENSMUSG00000001865","turquoise",98,89,96,86,63,87,223,870,679,968,888,861,740,1294,1251,"Cpa3"
"ENSMUSG00000001930","blue",9363,7826,7486,13561,7894,7793,20469,7665,10036,6967,6945,9397,10918,7824,11114,"Vwf"
"ENSMUSG00000001998","grey",326,283,188,1457,1061,585,2340,692,945,283,284,1298,364,336,442,"Ap4e1"
"ENSMUSG00000002020","turquoise",2220,2160,1875,2640,2238,2071,4205,4613,2931,3635,3478,6072,4115,5043,4692,"Ltbp2"
"ENSMUSG00000002100","grey",247,206,143,268,116,280,493,119,817,149,162,415,375,217,853,"Mybpc3"
"ENSMUSG00000002111","turquoise",684,595,870,847,848,714,1363,900,846,1042,979,1036,1231,1374,1285,"Spi1"
"ENSMUSG00000002204","turquoise",5593,5506,6354,6728,8271,5926,10427,7046,9276,7331,8049,8914,10162,10767,9977,"Napsa"
"ENSMUSG00000002233","turquoise",2048,1759,2039,1914,1627,1519,3248,2717,2671,2028,2208,2389,3917,2905,3622,"Rhoc"
"ENSMUSG00000002289","turquoise",663,568,928,941,410,645,1509,965,1214,586,765,773,1462,1134,1228,"Angptl4"
"ENSMUSG00000002324","turquoise",10,4,3,26,14,14,58,30,12,41,9,32,20,34,57,"Rec8"
"ENSMUSG00000002489","grey",607,512,522,1179,840,732,1623,677,1026,963,804,911,1048,922,1406,"Tiam1"
"ENSMUSG00000002500","brown",20,13,15,30,17,124,36,14,22,28,20,21,18,17,34,"Rpl3l"
"ENSMUSG00000002504","blue",10087,9295,10379,9028,9114,6587,13986,7161,10401,7142,7399,6910,13667,8676,12134,"Slc9a3r2"
"ENSMUSG00000002565","turquoise",16,7,11,22,17,20,34,46,30,41,68,69,67,119,78,"Scin"
"ENSMUSG00000002588","blue",1128,699,812,936,635,699,1452,666,1034,623,627,501,1119,710,1127,"Pon1"
"ENSMUSG00000002699","turquoise",317,256,310,398,406,349,705,489,413,518,457,561,558,586,673,"Lcp2"
"ENSMUSG00000002799","turquoise",1529,1496,1222,1108,1367,844,2095,1610,2066,1400,1760,1774,2713,2353,2829,"Jag2"
"ENSMUSG00000002831","grey",423,361,369,486,289,498,964,338,845,372,302,387,516,368,756,"Plin4"
"ENSMUSG00000002847","turquoise",48,33,42,54,31,50,129,182,130,183,146,263,129,182,206,"Pla1a"
"ENSMUSG00000002885","blue",13323,10974,9479,12386,10473,8231,18278,6886,11022,7548,7121,6728,13044,6437,13051,"Adgre5"
"ENSMUSG00000002944","blue",25910,22347,23820,31460,22726,20551,39036,15209,23014,14147,12744,14996,26264,14483,24445,"Cd36"
"ENSMUSG00000002985","turquoise",12157,10988,13364,13137,13715,11612,22846,24970,23226,21416,22137,24944,30195,30370,32985,"Apoe"
"ENSMUSG00000003032","blue",5556,5287,5976,4275,4246,5767,11705,4773,7810,2483,3175,4102,7901,5215,8540,"Klf4"
"ENSMUSG00000003153","turquoise",208,242,302,630,566,320,666,600,548,706,635,678,793,748,812,"Slc2a3"
"ENSMUSG00000003363","turquoise",2351,2018,2243,2308,2646,2312,3916,4734,3553,4459,4583,5795,4949,7623,5281,"Pld3"
"ENSMUSG00000003418","grey",210,441,497,548,839,262,467,495,613,541,419,488,570,486,728,"St8sia6"
"ENSMUSG00000003477","blue",22878,18019,20919,25468,19184,21231,39118,17253,25242,16201,16637,13074,29591,17795,28559,"Inmt"
"ENSMUSG00000003500","blue",2850,2693,2840,3618,2823,2129,5139,2207,3303,2323,2276,2277,4049,2377,4228,"Impdh1"
"ENSMUSG00000003526","blue",458,448,457,637,509,498,1028,328,423,266,348,337,491,300,507,"Prodh"
"ENSMUSG00000003541","blue",2636,2067,2632,3078,2327,1917,4527,1430,2076,2025,1790,1893,2911,1452,3052,"Ier3"
"ENSMUSG00000003545","blue",253,312,230,437,437,327,686,196,226,225,247,321,279,140,419,"Fosb"
"ENSMUSG00000003617","turquoise",3995,3514,3657,4335,3438,3142,8028,5428,6362,5340,5008,5824,7630,6306,8256,"Cp"
"ENSMUSG00000003665","grey",131,50,55,32,45,54,129,43,120,34,49,59,90,38,199,"Has1"
"ENSMUSG00000003849","turquoise",96,108,98,130,100,195,296,157,283,155,193,181,220,224,251,"Nqo1"
"ENSMUSG00000003873","turquoise",970,820,1054,943,1060,800,1790,1378,1458,1152,1262,1310,1821,1463,2017,"Bax"
"ENSMUSG00000003882","turquoise",299,250,221,516,325,411,744,687,560,659,633,757,781,815,822,"Il7r"
"ENSMUSG00000003948","turquoise",1279,1053,965,1150,956,992,2192,1426,2079,1429,1309,1389,2229,1838,2416,"Mmd"
"ENSMUSG00000003949","grey",312,390,352,632,665,813,1282,473,731,790,584,630,514,674,1264,"Hlf"
"ENSMUSG00000004044","blue",19258,16245,16945,18729,15759,14853,28903,14289,20731,13574,14255,13034,26616,15763,23938,"Cavin1"
"ENSMUSG00000004105","turquoise",1132,1056,887,1759,1539,1838,3403,1447,1934,2059,1746,1879,1936,1787,2809,"Angptl2"
"ENSMUSG00000004207","turquoise",26554,21991,26639,28814,28116,25969,49763,52927,41467,51877,51431,68651,57576,83846,64629,"Psap"
"ENSMUSG00000004558","blue",1453,1346,1365,1695,1119,1734,2397,951,1609,917,982,924,1661,997,1988,"Ndrg2"
"ENSMUSG00000004609","turquoise",483,399,457,602,510,452,1113,885,838,914,861,1067,888,1171,1173,"Cd33"
"ENSMUSG00000004612","grey",63,106,101,116,85,150,218,92,113,93,93,65,84,70,62,"Nkg7"
"ENSMUSG00000004655","blue",19755,15366,14967,17418,13768,13193,25635,12666,17944,10409,9407,10012,20232,10004,18244,"Aqp1"
"ENSMUSG00000004698","turquoise",102,81,82,163,120,129,240,190,163,211,173,219,189,246,327,"Hdac9"
"ENSMUSG00000004707","turquoise",145,133,127,194,177,190,341,325,219,350,319,402,294,429,364,"Ly9"
"ENSMUSG00000004730","turquoise",608,490,481,617,644,538,1076,927,884,979,921,1225,1136,1369,1439,"Adgre1"
"ENSMUSG00000004837","blue",1556,1337,1564,1702,1211,1335,2646,1122,1629,946,1001,833,1912,1133,1728,"Grap"
"ENSMUSG00000004891","turquoise",3635,3690,3281,3504,3513,2907,6832,4693,6181,4096,4944,5172,7622,5899,8233,"Nes"
"ENSMUSG00000004933","turquoise",45,32,31,57,50,49,130,90,72,94,104,104,81,129,105,"Matk"
"ENSMUSG00000005054","turquoise",698,683,969,864,1102,743,1459,1388,1150,1217,1201,1487,1569,1902,1577,"Cstb"
"ENSMUSG00000005087","turquoise",4115,3372,3870,4266,4864,3826,6989,4637,5810,5753,5456,5423,6792,7293,7853,"Cd44"
"ENSMUSG00000005124","turquoise",147,161,93,141,165,126,261,219,248,289,226,420,332,333,367,"Wisp1"
"ENSMUSG00000005125","turquoise",851,606,802,726,841,687,1282,1333,1307,1150,1212,1562,1516,1847,1927,"Ndrg1"
"ENSMUSG00000005142","turquoise",2441,2141,2225,2746,2741,2600,4913,4029,3454,3707,3924,5185,4531,5735,5055,"Man2b1"
"ENSMUSG00000005320","blue",1389,1238,863,1315,920,941,1911,1021,1200,829,885,671,1564,931,1718,"Fgfr4"
"ENSMUSG00000005339","turquoise",14,11,11,6,10,5,42,112,64,104,112,75,84,136,140,"Fcer1a"
"ENSMUSG00000005355","brown",0,0,0,0,0,50,0,0,0,0,0,1,0,3,0,"Casp14"
"ENSMUSG00000005413","turquoise",755,787,945,793,965,665,1215,1379,1572,1275,1463,1836,1838,2315,1789,"Hmox1"
"ENSMUSG00000005481","blue",933,823,962,1107,869,808,1638,748,932,615,730,722,1022,774,1203,"Ddx39"
"ENSMUSG00000005533","blue",2482,1976,2057,2908,2332,2011,4372,1770,2651,1700,1812,1841,2754,1883,3610,"Igf1r"
"ENSMUSG00000005547","turquoise",1693,1497,1320,2502,1751,2283,5322,2857,4127,3583,2681,1682,3481,3122,5385,"Cyp2a5"
"ENSMUSG00000005583","turquoise",754,734,550,1380,897,1267,1828,1180,1321,1509,1154,1438,1523,1611,2056,"Mef2c"
"ENSMUSG00000005611","turquoise",324,265,234,396,270,329,625,457,504,468,388,560,559,491,751,"Mrvi1"
"ENSMUSG00000005672","blue",4524,3803,3529,5587,3591,4193,8144,2714,3376,2672,2321,2333,4220,2393,4135,"Kit"
"ENSMUSG00000005716","brown",0,1,0,0,0,37,1,6,3,4,3,6,1,1,5,"Pvalb"
"ENSMUSG00000005800","turquoise",65,57,118,103,112,63,197,82,64,137,104,154,133,158,166,"Mmp8"
"ENSMUSG00000005836","blue",1401,1124,1098,1464,1363,1023,2027,875,1454,1070,911,978,1606,913,1617,"Gata6"
"ENSMUSG00000005968","blue",709,518,517,465,560,423,809,397,536,335,402,419,779,389,617,"Tuft1"
"ENSMUSG00000006219","turquoise",1475,1223,1040,1510,1229,1220,2520,1857,2125,1932,1736,2097,2584,2358,3146,"Fblim1"
"ENSMUSG00000006221","brown",492,556,385,618,347,718,780,445,795,483,429,630,578,542,1149,"Hspb7"
"ENSMUSG00000006273","turquoise",3069,2588,2653,3059,3208,2905,5257,4074,4260,3932,3792,4829,5038,5973,5298,"Atp6v1b2"
"ENSMUSG00000006342","turquoise",307,220,225,270,337,287,522,388,420,418,379,511,455,457,669,"Susd2"
"ENSMUSG00000006344","turquoise",154,166,238,228,273,155,314,246,251,301,263,289,312,390,378,"Ggt5"
"ENSMUSG00000006360","turquoise",1707,1287,1555,1359,1461,1565,2937,1805,2326,1940,2082,1740,2898,2539,2849,"Crip1"
"ENSMUSG00000006362","blue",3516,3132,2805,3615,2606,2322,5237,2148,3440,1996,1923,1769,3711,1938,3640,"Cbfa2t3"
"ENSMUSG00000006386","blue",9087,7824,7629,10492,7136,7364,13553,5135,7146,3921,3588,3506,9119,4019,7113,"Tek"
"ENSMUSG00000006390","turquoise",3350,3706,4576,4442,5769,3456,5928,4691,5741,5096,4740,6128,6848,6226,6984,"Elovl1"
"ENSMUSG00000006403","turquoise",63,35,35,33,59,14,33,127,71,60,74,104,145,115,88,"Adamts4"
"ENSMUSG00000006457","brown",23,13,15,13,8,305,20,14,22,8,12,17,11,18,19,"Actn3"
"ENSMUSG00000006517","turquoise",262,315,357,237,324,238,497,415,402,397,391,479,801,642,617,"Mvd"
"ENSMUSG00000006519","turquoise",1824,1576,2090,2092,2023,1785,3452,2818,2549,2662,2741,3097,3481,3897,3676,"Cyba"
"ENSMUSG00000006567","grey",1534,1282,1764,2172,1972,1637,3546,1605,2153,1577,2094,1929,1856,2424,2228,"Atp7b"
"ENSMUSG00000006574","blue",309,320,85,283,176,231,697,69,151,157,88,100,174,81,228,"Slc4a1"
"ENSMUSG00000007097","blue",1948,1844,1504,2213,1669,2040,3336,1445,2232,1564,1471,1368,2375,1565,3002,"Atp1a2"
"ENSMUSG00000007122","brown",30,26,17,42,31,289,90,37,41,34,28,31,23,31,52,"Casq1"
"ENSMUSG00000007279","blue",2002,2037,1308,2788,1494,1837,3706,1195,2106,1203,1254,943,2021,1203,2238,"Scube2"
"ENSMUSG00000007655","blue",26003,21154,21277,26452,20390,22539,41446,18003,28108,17680,17839,16332,31897,20648,30761,"Cav1"
"ENSMUSG00000007659","grey",2239,2033,3144,2524,2278,1820,3857,2579,3116,2151,3344,2299,3569,3383,3296,"Bcl2l1"
"ENSMUSG00000007682","turquoise",68,60,68,144,46,59,96,100,127,98,67,162,177,105,170,"Dio2"
"ENSMUSG00000007783","turquoise",89,74,85,93,101,78,212,164,165,152,173,233,185,184,290,"Cpt1c"
"ENSMUSG00000007872","grey",2606,1882,2777,2357,1813,1935,4151,2700,3883,2170,2016,2439,4278,3057,4581,"Id3"
"ENSMUSG00000007877","brown",330,402,438,706,430,1194,1180,447,767,507,396,535,463,429,1395,"Tcap"
"ENSMUSG00000007888","turquoise",401,540,700,655,897,329,1029,964,902,820,878,1009,1276,1193,1185,"Crlf1"
"ENSMUSG00000007891","turquoise",10549,8287,12203,11539,13493,10897,17231,28837,17951,27558,25049,42807,26069,48078,30775,"Ctsd"
"ENSMUSG00000008305","blue",1645,1353,1781,1844,1399,1387,2853,1244,1885,1058,1174,1053,2082,1519,1957,"Tle1"
"ENSMUSG00000009092","turquoise",51,56,45,36,44,43,129,151,122,106,92,107,147,77,283,"Derl3"
"ENSMUSG00000009185","turquoise",42,51,54,21,41,50,100,308,258,327,263,323,274,279,319,"Ccl8"
"ENSMUSG00000009292","grey",71,63,118,142,98,115,407,83,98,94,114,134,111,101,165,"Trpm2"
"ENSMUSG00000009394","turquoise",165,114,108,227,181,153,381,329,418,362,358,458,347,443,613,"Syn2"
"ENSMUSG00000009633","blue",739,955,877,985,677,713,1646,518,933,552,616,481,1219,616,891,"G0s2"
"ENSMUSG00000009687","turquoise",1412,1171,1594,1548,1455,1315,2692,1939,1961,2061,2116,2219,2656,2821,2929,"Fxyd5"
"ENSMUSG00000010047","blue",2183,1946,1935,1886,1601,1337,3068,1388,1912,1271,1333,1181,2554,1493,2591,"Hyal2"
"ENSMUSG00000010080","turquoise",1062,1137,1411,1376,1745,1058,1995,1454,1595,1311,1480,1538,2086,1924,1854,"Epn3"
"ENSMUSG00000010142","turquoise",143,109,114,267,181,180,418,203,221,299,269,240,228,194,339,"Tnfrsf13b"
"ENSMUSG00000010307","turquoise",201,219,253,334,316,269,469,378,329,478,452,521,420,613,610,"Tmem86a"
"ENSMUSG00000010476","turquoise",11,13,6,16,9,21,32,61,25,50,55,114,49,117,82,"Ebf3"
"ENSMUSG00000011034","turquoise",85,72,83,113,164,128,259,175,139,215,171,177,209,216,232,"Slc5a1"
"ENSMUSG00000011171","blue",494,446,358,554,250,266,590,399,527,250,274,213,562,342,510,"Vipr2"
"ENSMUSG00000011263","turquoise",56,63,84,77,101,59,162,282,132,239,315,438,335,746,516,"Exoc3l2"
"ENSMUSG00000011632","brown",0,0,0,0,0,36,1,1,3,4,1,2,5,1,1,"Pinlyp"
"ENSMUSG00000012428","turquoise",545,410,412,551,440,394,1454,890,951,915,850,870,1496,960,1379,"Steap4"
"ENSMUSG00000012705","grey",75,54,68,88,30,95,126,63,182,50,39,55,110,59,90,"Retn"
"ENSMUSG00000013089","turquoise",2839,2974,2955,4243,4545,3066,5261,2790,3688,4016,3884,4620,4402,4353,4924,"Etv5"
"ENSMUSG00000013367","turquoise",22,6,9,15,13,15,41,41,32,61,35,56,33,34,40,"Iglon5"
"ENSMUSG00000013584","blue",575,354,411,717,461,461,956,442,617,361,343,262,651,393,728,"Aldh1a2"
"ENSMUSG00000014158","turquoise",191,217,214,223,181,152,432,367,336,249,292,305,478,378,554,"Trpv4"
"ENSMUSG00000014361","turquoise",1603,1374,1602,1889,1425,1368,3205,2107,2390,2098,2429,2254,2581,3068,3201,"Mertk"
"ENSMUSG00000014602","turquoise",397,290,281,383,400,291,814,792,799,868,817,1201,911,1133,1194,"Kif1a"
"ENSMUSG00000014686","turquoise",1,9,11,7,5,9,28,33,13,18,35,47,15,30,30,"Ceacam16"
"ENSMUSG00000014773","blue",977,863,827,658,595,724,1667,845,931,336,398,501,1159,487,957,"Dll1"
"ENSMUSG00000014846","blue",8706,5933,6423,5848,6112,6809,10773,4000,7340,5085,4594,4085,9315,4886,8825,"Tppp3"
"ENSMUSG00000015027","turquoise",194,187,212,270,233,261,494,420,351,420,348,462,424,531,484,"Galns"
"ENSMUSG00000015053","blue",3248,2821,3131,3669,2121,2024,4839,2342,3433,1593,2065,1504,3989,2146,3385,"Gata2"
"ENSMUSG00000015243","turquoise",2243,1761,1710,2587,2432,2478,4992,3095,3276,3067,3024,3513,3637,4248,4589,"Abca1"
"ENSMUSG00000015340","turquoise",3845,2995,3293,4746,4720,4119,8343,5533,4461,6665,5999,7080,5638,9185,7284,"Cybb"
"ENSMUSG00000015396","turquoise",281,221,220,329,306,297,593,456,583,359,356,548,707,529,698,"Cd83"
"ENSMUSG00000015451","turquoise",187,170,93,159,155,174,503,413,415,389,428,406,462,505,597,"C4a"
"ENSMUSG00000015468","blue",4245,3773,3295,4202,3624,2616,6802,2923,3946,2685,2935,3008,4713,3016,5492,"Notch4"
"ENSMUSG00000015533","grey",639,557,299,904,800,574,1243,561,825,596,499,581,810,547,915,"Itga2"
"ENSMUSG00000015568","turquoise",5569,4032,5568,6454,5215,6457,11677,8133,8128,8283,8121,10345,8673,12960,10879,"Lpl"
"ENSMUSG00000015665","turquoise",24,2,5,6,15,20,9,50,16,56,65,113,28,157,43,"Awat1"
"ENSMUSG00000015709","turquoise",61,36,46,64,53,75,112,287,136,259,248,454,192,483,306,"Arnt2"
"ENSMUSG00000015850","blue",1429,1305,1123,1418,1022,797,2186,940,1372,852,1095,1102,1735,1058,1899,"Adamtsl4"
"ENSMUSG00000015852","turquoise",162,119,126,126,132,107,249,325,375,374,269,445,391,432,595,"Fcrls"
"ENSMUSG00000015950","turquoise",726,628,823,975,1055,971,2004,1346,1136,1659,1701,1402,1452,2291,1891,"Ncf1"
"ENSMUSG00000015968","grey",891,779,464,877,436,504,1051,860,1023,605,699,682,1093,824,1026,"Cacna1d"
"ENSMUSG00000016087","turquoise",1021,831,757,1081,775,845,1832,1560,1632,889,854,960,1763,1505,2107,"Fli1"
"ENSMUSG00000016200","turquoise",65,75,60,159,138,95,379,198,265,197,185,184,204,189,324,"Syt14"
"ENSMUSG00000016239","blue",419,282,150,310,204,212,475,214,295,175,210,196,397,221,265,"Lonrf3"
"ENSMUSG00000016256","turquoise",2909,2400,3091,3266,3510,2864,5456,5489,4005,5239,5155,7085,5661,8286,6603,"Ctsz"
"ENSMUSG00000016283","turquoise",51,61,72,79,92,82,178,391,207,431,379,695,292,464,462,"H2-M2"
"ENSMUSG00000016349","brown",312,337,312,377,180,828,588,361,541,306,256,509,400,389,787,"Eef1a2"
"ENSMUSG00000016458","grey",141,83,53,54,50,77,133,91,124,51,44,45,140,63,149,"Wt1"
"ENSMUSG00000016494","turquoise",3247,2946,2890,3979,3585,3494,7660,6519,7927,6426,6876,7064,8411,8598,10166,"Cd34"
"ENSMUSG00000016496","turquoise",649,573,536,761,670,593,1188,823,964,927,893,974,800,1163,1199,"Cd274"
"ENSMUSG00000016552","turquoise",56,47,58,89,79,76,148,167,150,143,141,142,122,189,154,"Foxred2"
"ENSMUSG00000017002","turquoise",1064,1148,1521,1187,1823,2455,2473,1900,1549,1804,1487,1650,2274,2151,2737,"Slpi"
"ENSMUSG00000017007","turquoise",838,1028,966,1481,1659,1025,2013,1080,1443,1100,1490,1736,1413,1497,1814,"Rbpjl"
"ENSMUSG00000017204","brown",1,1,1,1,0,132,0,1,1,0,0,0,0,2,0,"Gsdma"
"ENSMUSG00000017300","brown",0,1,0,0,0,550,0,0,0,1,0,0,0,0,0,"Tnnc2"
"ENSMUSG00000017309","turquoise",574,407,557,608,421,427,988,721,774,619,795,772,970,1205,1379,"Cd300lg"
"ENSMUSG00000017344","blue",217,254,184,202,193,203,335,161,182,145,139,121,316,159,228,"Vtn"
"ENSMUSG00000017390","turquoise",145,127,183,227,268,221,307,304,248,336,331,385,329,472,376,"Aldoc"
"ENSMUSG00000017400","turquoise",102,92,97,116,111,126,223,275,228,314,289,329,292,430,340,"Stac2"
"ENSMUSG00000017697","brown",58,73,80,60,57,2437,123,142,112,86,102,117,126,117,120,"Ada"
"ENSMUSG00000017737","blue",182,124,354,314,226,216,772,166,247,258,192,203,285,180,380,"Mmp9"
"ENSMUSG00000017754","blue",9028,6785,7345,9971,7447,7026,13870,5734,7724,6202,5797,5903,9640,6288,10150,"Pltp"
"ENSMUSG00000017760","turquoise",3634,3023,3668,4205,4214,3632,7146,5391,5034,5565,5266,6541,6381,7609,7688,"Ctsa"
"ENSMUSG00000017929","turquoise",1302,1018,1010,1082,1080,1049,2066,1562,1744,1409,1344,1599,2077,2020,2472,"B4galt5"
"ENSMUSG00000017978","blue",1161,868,804,1227,944,961,1700,684,1122,691,651,596,1254,688,1137,"Cadps2"
"ENSMUSG00000018001","blue",5433,4745,4827,5769,4530,4166,8950,3897,6109,3727,4137,3253,7112,3825,6327,"Cyth3"
"ENSMUSG00000018008","turquoise",1063,880,1086,1232,1210,1067,2167,1684,1478,1688,1710,1928,1959,2190,2185,"Cyth4"
"ENSMUSG00000018102","turquoise",818,619,647,604,474,460,1074,790,996,808,791,961,1303,1121,1689,"Hist1h2bc"
"ENSMUSG00000018209","blue",3354,2823,2273,3892,3163,2848,5625,2141,3179,2350,2059,2304,3555,2359,3295,"Stk4"
"ENSMUSG00000018334","blue",886,759,569,764,604,564,1159,679,1046,463,622,543,1104,746,1110,"Ksr1"
"ENSMUSG00000018339","turquoise",12504,10587,12694,14923,8821,9774,21809,15047,21850,14778,15540,15924,23563,20067,24797,"Gpx3"
"ENSMUSG00000018363","blue",5870,4753,3941,4785,4018,3494,7585,3688,5999,3110,3087,2952,6867,3753,5997,"Smurf2"
"ENSMUSG00000018411","blue",3454,2959,2770,3412,2453,2031,4409,1589,2907,1534,1610,1416,3498,1770,3480,"Mapt"
"ENSMUSG00000018566","brown",201,189,123,207,156,344,427,157,317,174,141,172,259,172,408,"Slc2a4"
"ENSMUSG00000018593","turquoise",28557,26331,29321,29531,28468,26392,51793,48317,51776,43893,45533,54892,65769,62303,70402,"Sparc"
"ENSMUSG00000018604","blue",4999,4114,3854,5141,3565,3191,7962,3299,5661,3953,4009,3295,5941,3740,7312,"Tbx3"
"ENSMUSG00000018774","turquoise",1251,915,1184,1393,1504,1339,2254,2644,1906,2769,2714,3404,2702,4516,3155,"Cd68"
"ENSMUSG00000018862","brown",0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,"Otop3"
"ENSMUSG00000018893","brown",543,605,449,586,371,2034,1021,440,1539,414,368,806,917,516,1916,"Mb"
"ENSMUSG00000018899","blue",2696,2377,2545,2745,2236,2127,4517,2578,3496,2057,1937,1807,3479,2246,4036,"Irf1"
"ENSMUSG00000018909","blue",7813,6548,5452,7906,6105,5427,11750,5374,7099,4957,5187,5470,8912,5533,7599,"Arrb1"
"ENSMUSG00000018920","turquoise",1395,1073,1204,1182,1063,980,2297,1593,1909,1248,1253,1727,2370,1726,2380,"Cxcl16"
"ENSMUSG00000018927","turquoise",3875,3497,4841,4488,6647,4812,7650,9663,5800,10530,9935,15184,8799,20034,11092,"Ccl6"
"ENSMUSG00000019102","brown",683,438,427,448,312,1058,807,403,491,287,308,236,641,342,446,"Aldh3a1"
"ENSMUSG00000019122","turquoise",356,217,335,301,356,348,959,639,444,604,531,1047,682,1052,863,"Ccl9"
